title,year,rating,dubious,imdbid,id,década,title
Here Comes Peter Cotton Tail,1971,1,0.0,249577,1727,1970s,Here Comes Peter Cotton Tail
Bedknobs and Broomsticks,1971,3,0.0,66817,1770,1970s,Bedknobs and Broomsticks
And Now for Something Completely Different,1971,1,0.0,66765,1837,1970s,And Now for Something Completely Different
Harold and Maude,1971,3,0.0,67185,2159,1970s,Harold and Maude
"Last Picture Show, The",1971,2,0.0,67328,2286,1970s,The Last Picture Show
Straw Dogs,1971,1,0.0,67800,2620,1970s,Straw Dogs
Shaft,1971,1,0.0,67741,2751,1970s,Shaft
Escape from the Planet of the Apes,1971,1,1.0,67065,2893,1970s,Escape from the Planet of the Apes
Sweet Sweetback&#39;s Baadasssss Song,1971,1,0.0,67810,3039,1970s,Sweet Sweetback&#39;s Baadasssss Song
Mrs. Pollifax - Spy,1971,3,1.0,67451,3139,1970s,Mrs. Pollifax - Spy
"Trojan Women, The",1971,3,0.0,67881,3194,1970s,The Trojan Women
Mon oncle Antoine,1971,3,0.0,67439,3218,1970s,Mon oncle Antoine
Play Misty for Me,1971,3,0.0,67588,3252,1970s,Play Misty for Me
Frenchie King,1971,3,0.0,67637,3476,1970s,Frenchie King
"Mary, Queen of Scots",1971,3,0.0,67402,3502,1970s,"Mary, Queen of Scots"
Lust for a Vampire,1971,3,0.0,67367,4327,1970s,Lust for a Vampire
Let&#39;s Scare Jessica to Death,1971,3,0.0,67341,4066,1970s,Let&#39;s Scare Jessica to Death
"French Connection, The",1971,1,0.0,67116,4232,1970s,The French Connection
Bananas,1971,1,0.0,66808,5312,1970s,Bananas
McCabe &amp; Mrs. Miller,1971,3,0.0,67411,5313,1970s,McCabe &amp; Mrs. Miller
"Lady Hermit, The",1971,3,0.0,67322,5344,1970s,The Lady Hermit
Death in Venice,1971,0,0.0,67445,5375,1970s,Death in Venice
Diamonds Are Forever,1971,1,0.0,66995,5390,1970s,Diamonds Are Forever
Lulu the Tool,1971,1,0.0,66919,6243,1970s,Lulu the Tool
Duel,1971,0,0.0,67023,6351,1970s,Duel
Godzilla vs. the Smog Monster (Godzilla vs. Hedorah),1971,3,1.0,67148,6408,1970s,Godzilla vs. the Smog Monster (Godzilla vs. Hedorah)
Wake in Fright,1971,1,0.0,67541,6763,1970s,Wake in Fright
Klute,1971,3,0.0,67309,6804,1970s,Klute
"House That Dripped Blood, The",1971,3,0.0,65854,7067,1970s,The House That Dripped Blood
"Devils, The",1971,3,0.0,66993,7158,1970s,The Devils
Nicholas and Alexandra,1971,3,1.0,67483,7189,1970s,Nicholas and Alexandra
Vampyros Lesbos,1971,3,0.0,66380,7387,1970s,Vampyros Lesbos
Get Carter,1971,1,0.0,67128,7518,1970s,Get Carter
Bello onesto emigrato Australia sposerebbe compaesana illibata,1971,2,0.0,66824,7574,1970s,Bello onesto emigrato Australia sposerebbe compaesana illibata
10 Rillington Place,1971,1,0.0,66730,7698,1970s,10 Rillington Place
Macbeth,1971,1,0.0,67372,8265,1970s,Macbeth
Werewolves on Wheels,1971,1,0.0,67972,8506,1970s,Werewolves on Wheels
Hannie Caulder,1971,0,0.0,68675,8508,1970s,Hannie Caulder
"Emigrants, The",1971,3,0.0,67919,8641,1970s,The Emigrants
Punishment Park,1971,3,0.0,67633,8844,1970s,Punishment Park
Daughters of Darkness,1971,3,1.0,67690,8874,1970s,Daughters of Darkness
A New Leaf,1971,3,0.0,67482,9123,1970s,A New Leaf
Vanishing Point,1971,0,0.0,67927,9228,1970s,Vanishing Point
Melody,1971,2,0.0,67418,9299,1970s,Melody
Anand,1971,2,0.0,66763,9324,1970s,Anand
Trinity Is Still My Name,1971,1,0.0,68154,9557,1970s,Trinity Is Still My Name
Johnny Got His Gun,1971,1,0.0,67277,9591,1970s,Johnny Got His Gun
"Andromeda Strain, The",1971,3,1.0,66769,9680,1970s,The Andromeda Strain
Solyaris,1972,1,0.0,69293,679,1970s,Solyaris
Pink Flamingos,1972,3,0.0,69089,708,1970s,Pink Flamingos
Une belle fille comme moi,1972,3,0.0,69442,1176,1970s,Une belle fille comme moi
"Other Side of Underneath, The",1972,3,0.0,201820,1462,1970s,The Other Side of Underneath
Chloe in the Afternoon,1972,2,0.0,68205,1636,1970s,Chloe in the Afternoon
Cries and Whispers (Viskningar och rop),1972,3,0.0,69467,2031,1970s,Cries and Whispers (Viskningar och rop)
When Michael Calls,1972,2,0.0,67977,2087,1970s,When Michael Calls
"Godfather, The",1972,2,0.0,68646,2224,1970s,The Godfather
Avanti!,1972,3,0.0,68240,2391,1970s,Avanti!
Aguirre: The Wrath of God,1972,2,0.0,68182,2674,1970s,Aguirre: The Wrath of God
Don&#39;t Torture a Duckling,1972,2,0.0,69019,2803,1970s,Don&#39;t Torture a Duckling
Deliverance,1972,1,0.0,68473,3395,1970s,Deliverance
Jeremiah Johnson,1972,1,0.0,68762,2924,1970s,Jeremiah Johnson
1776,1972,1,0.0,68156,2986,1970s,1776
Travels With My Aunt,1972,3,0.0,69404,3132,1970s,Travels With My Aunt
Butterflies Are Free,1972,3,0.0,68326,3274,1970s,Butterflies Are Free
"Dawns Here are Quiet, The",1972,3,0.0,68161,3408,1970s,The Dawns Here are Quiet
What&#39;s up Doc,1972,2,0.0,69495,4149,1970s,What&#39;s up Doc
Cabaret,1972,3,0.0,68327,4186,1970s,Cabaret
Last Tango in Paris,1972,3,1.0,70849,4516,1970s,Last Tango in Paris
"Poseidon Adventure, The",1972,1,0.0,69113,4916,1970s,The Poseidon Adventure
"Silent Night, Bloody Night",1972,3,0.0,70694,4981,1970s,"Silent Night, Bloody Night"
Sleuth,1972,0,0.0,69281,5314,1970s,Sleuth
Prison Girls,1972,3,0.0,244730,6022,1970s,Prison Girls
"Mattei Affair (Il caso Mattei), The",1972,0,0.0,68346,6085,1970s,The Mattei Affair (Il caso Mattei)
"L&#39;aventure, c&#39;est l&#39;aventure",1972,0,0.0,66798,6140,1970s,"L&#39;aventure, c&#39;est l&#39;aventure"
Sbatti il mostro in prima pagina,1972,1,0.0,70641,6244,1970s,Sbatti il mostro in prima pagina
Godzilla vs. Gigan,1972,1,0.0,68371,6417,1970s,Godzilla vs. Gigan
Wedding in White,1972,3,0.0,69489,6500,1970s,Wedding in White
Deep Throat,1972,3,0.0,68468,6811,1970s,Deep Throat
"Bitter Tears of Petra von Kant , The",1972,3,0.0,68278,6822,1970s,The Bitter Tears of Petra von Kant 
Blacula,1972,3,0.0,68284,7019,1970s,Blacula
"Last House on the Left, The",1972,3,0.0,68833,7186,1970s,The Last House on the Left
Frenzy,1972,3,0.0,68611,7434,1970s,Frenzy
State of Siege,1972,0,0.0,70959,7544,1970s,State of Siege
"Discreet Charm of the Bourgeoisie, The",1972,3,0.0,68361,7964,1970s,The Discreet Charm of the Bourgeoisie
Lady Sings the Blues,1972,3,0.0,68828,9183,1970s,Lady Sings the Blues
Lone Wolf and Cub: Sword of Vengeance,1972,0,0.0,68815,9381,1970s,Lone Wolf and Cub: Sword of Vengeance
Lone Wolf and Cub: Baby Cart at the River Styx,1972,2,0.0,68816,9382,1970s,Lone Wolf and Cub: Baby Cart at the River Styx
Lone Wolf and Cub: Baby Cart in Peril,1972,0,0.0,143348,9383,1970s,Lone Wolf and Cub: Baby Cart in Peril
Lone Wolf and Cub: Baby Cart to Hades,1972,0,0.0,68817,9384,1970s,Lone Wolf and Cub: Baby Cart to Hades
Sisters,1972,3,0.0,70698,9454,1970s,Sisters
"Hitchhikers, The",1972,3,0.0,67206,9736,1970s,The Hitchhikers
"Big Bird Cage, The",1972,3,0.0,68273,9747,1970s,The Big Bird Cage
All the Way Boys,1972,0,0.0,69095,9774,1970s,All the Way Boys
Ivan Vasilevich menyaet professiyu,1973,1,,70233,257,1970s,Ivan Vasilevich menyaet professiyu
Badlands,1973,0,,69762,269,1970s,Badlands
Don&#39;t look now,1973,3,0.0,69995,722,1970s,Don&#39;t look now
"Exorcist, The",1973,3,0.0,70047,751,1970s,The Exorcist
"Wicker Man, The",1973,3,0.0,70917,939,1970s,The Wicker Man
"Mad Adventures of &#39;Rabbi&#39; Jacob, The",1973,2,0.0,69747,1550,1970s,The Mad Adventures of &#39;Rabbi&#39; Jacob
"Black Mama, White Mama",1973,3,0.0,68282,1281,1970s,"Black Mama, White Mama"
"Spirit of the Beehive, The",1973,3,0.0,70040,1768,1970s,The Spirit of the Beehive
"Sting, The",1973,1,0.0,70735,2316,1970s,The Sting
A Touch of Class,1973,2,0.0,70819,2444,1970s,A Touch of Class
Sleeper,1973,1,0.0,70707,2447,1970s,Sleeper
Lemora: A Child&#39;s Tale Of The Supernatural,1973,3,0.0,70300,2682,1970s,Lemora: A Child&#39;s Tale Of The Supernatural
Serpico,1973,1,0.0,70666,2769,1970s,Serpico
Soylent Green,1973,1,0.0,70723,2816,1970s,Soylent Green
"Holy Mountain, The",1973,1,0.0,71615,2848,1970s,The Holy Mountain
Papillon,1973,0,0.0,70511,3433,1970s,Papillon
Paper Moon,1973,3,0.0,70510,3446,1970s,Paper Moon
Jesus Christ Superstar,1973,0,0.0,70239,3688,1970s,Jesus Christ Superstar
American Graffiti,1973,2,0.0,69704,4610,1970s,American Graffiti
Robin Hood,1973,3,0.0,70608,4667,1970s,Robin Hood
"Legend of Hell House, The",1973,3,0.0,70294,4882,1970s,The Legend of Hell House
High Plains Drifter,1973,1,0.0,68699,5127,1970s,High Plains Drifter
Payday,1973,2,0.0,69067,5187,1970s,Payday
Mean Streets,1973,1,0.0,70379,5315,1970s,Mean Streets
Live and Let Die,1973,1,0.0,70328,5393,1970s,Live and Let Die
Don Juan (Or If Don Juan Were a Woman),1973,3,0.0,69990,5439,1970s,Don Juan (Or If Don Juan Were a Woman)
Day for Night,1973,3,0.0,70460,5996,1970s,Day for Night
A Charlie Brown Thanksgiving,1973,2,0.0,68359,6078,1970s,A Charlie Brown Thanksgiving
Children Shouldn&#39;t Play with Dead Things,1973,3,0.0,68370,6079,1970s,Children Shouldn&#39;t Play with Dead Things
Godzilla vs. Megalon,1973,0,0.0,70122,6484,1970s,Godzilla vs. Megalon
Lady Snowblood,1973,3,0.0,158714,6733,1970s,Lady Snowblood
"Baby, The",1973,3,0.0,69754,6815,1970s,The Baby
Turkish Delight,1973,3,0.0,70842,7020,1970s,Turkish Delight
El ataque de los muertos sin ojos [Return of the Evil Dead],1973,3,0.0,68232,7406,1970s,El ataque de los muertos sin ojos [Return of the Evil Dead]
"Crazies, The",1973,3,0.0,69895,7593,1970s,The Crazies
A Doll&#39;s House,1973,3,1.0,69987,7603,1970s,A Doll&#39;s House
World on a Wire,1973,2,0.0,70904,7867,1970s,World on a Wire
"Satanic Rites of Dracula, The",1973,1,0.0,70634,8320,1970s,The Satanic Rites of Dracula
Pat Garrett &amp; Billy the Kid,1973,1,0.0,70518,8828,1970s,Pat Garrett &amp; Billy the Kid
Terminal Island,1973,3,0.0,70782,8842,1970s,Terminal Island
Enter the Dragon,1973,1,0.0,70034,8926,1970s,Enter the Dragon
"Offence, The",1973,0,0.0,70468,9166,1970s,The Offence
Fantastic Planet,1973,0,0.0,70544,9298,1970s,Fantastic Planet
"Knock Out Cop, The",1973,0,0.0,70534,9558,1970s,The Knock Out Cop
&#39;Gator Bait,1973,0,0.0,74080,9738,1970s,&#39;Gator Bait
Female Vampire,1973,3,0.0,69745,9760,1970s,Female Vampire
La nuit des etoiles filantes,1973,3,0.0,66914,9761,1970s,La nuit des etoiles filantes
La rose de fer,1973,0,0.0,126004,9763,1970s,La rose de fer
My Name Is Nobody,1973,0,0.0,70215,9777,1970s,My Name Is Nobody
"Three Musketeers, The",1973,2,0.0,72281,9824,1970s,The Three Musketeers
Les noces rouges,1973,3,0.0,70453,9995,1970s,Les noces rouges
Celine and Julie Go Boating,1974,3,,71381,264,1970s,Celine and Julie Go Boating
Blazing Saddles,1974,1,0.0,71230,845,1970s,Blazing Saddles
Young Frankenstein,1974,2,0.0,72431,1077,1970s,Young Frankenstein
Zardoz,1974,2,0.0,70948,1673,1970s,Zardoz
Dark Star,1974,0,0.0,69945,1814,1970s,Dark Star
"Odessa File, The",1974,3,1.0,71935,2025,1970s,The Odessa File
Alice Doesn&#39;t Live Here Anymore,1974,3,0.0,71115,2214,1970s,Alice Doesn&#39;t Live Here Anymore
Chinatown,1974,2,0.0,71315,2237,1970s,Chinatown
"Groove Tube, The",1974,1,0.0,71583,2399,1970s,The Groove Tube
"Texas Chain Saw Massacre, The",1974,1,0.0,72271,2814,1970s,The Texas Chain Saw Massacre
Mame,1974,3,0.0,71803,3236,1970s,Mame
Black Christmas,1974,3,0.0,71222,3770,1970s,Black Christmas
"Godfather: Part II, The",1974,2,0.0,71562,3896,1970s,The Godfather: Part II
"Conversation, The",1974,1,0.0,71360,3985,1970s,The Conversation
"Towering Inferno, The",1974,1,0.0,72308,4520,1970s,The Towering Inferno
Edvard Munch,1974,1,0.0,74462,4901,1970s,Edvard Munch
Ali: Fear Eats the Soul,1974,3,0.0,71141,5118,1970s,Ali: Fear Eats the Soul
"Man with the Golden Gun, The",1974,1,0.0,71807,5434,1970s,The Man with the Golden Gun
Death Wish,1974,3,0.0,71402,5531,1970s,Death Wish
Phantom of the Paradise,1974,0,0.0,71994,5781,1970s,Phantom of the Paradise
Female Trouble,1974,3,0.0,72979,5843,1970s,Female Trouble
"Parallax View, The",1974,0,0.0,71970,5999,1970s,The Parallax View
Foxy Brown,1974,3,0.0,71517,6175,1970s,Foxy Brown
Truck Turner,1974,3,0.0,72325,6465,1970s,Truck Turner
Godzilla vs. Mechagodzilla,1974,1,0.0,71565,6480,1970s,Godzilla vs. Mechagodzilla
Brief Encounter,1974,3,0.0,71247,6535,1970s,Brief Encounter
Going Places,1974,2,0.0,72353,6758,1970s,Going Places
Emmanuelle,1974,3,0.0,71464,7003,1970s,Emmanuelle
A Woman Under The Influence,1974,3,0.0,72417,7076,1970s,A Woman Under The Influence
"Legend of the 7 Golden Vampires, The",1974,1,0.0,70297,7077,1970s,The Legend of the 7 Golden Vampires
"Je, tu, il, elle",1974,3,1.0,71690,7249,1970s,"Je, tu, il, elle"
Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue],1974,2,0.0,71431,7338,1970s,Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue]
Dracula,1974,3,0.0,70003,8140,1970s,Dracula
Vampyres,1974,3,0.0,72354,8355,1970s,Vampyres
"Sugarland Express, The",1974,2,0.0,72226,8551,1970s,The Sugarland Express
Airport 1975,1974,3,0.0,71110,9046,1970s,Airport 1975
Killdozer,1974,0,0.0,71717,9154,1970s,Killdozer
Kozure Okami: Jigoku e ikuzo! Daigoro,1974,0,0.0,71695,9385,1970s,Kozure Okami: Jigoku e ikuzo! Daigoro
"Arena, The",1974,3,0.0,69729,9748,1970s,The Arena
"Watch Out, We&#39;re Mad",1974,0,0.0,69697,9778,1970s,"Watch Out, We&#39;re Mad"
Blood for dracula,1974,3,0.0,71233,10128,1970s,Blood for dracula
Picnic at Hanging Rock,1975,3,,73540,230,1970s,Picnic at Hanging Rock
"Stepford Wives, The",1975,3,,73747,293,1970s,The Stepford Wives
Three Days of the Condor,1975,1,,73802,337,1970s,Three Days of the Condor
"Ironiya sudby, ili S legkim parom!",1975,2,0.0,73179,529,1970s,"Ironiya sudby, ili S legkim parom!"
Grey Gardens,1975,3,0.0,73076,564,1970s,Grey Gardens
Tommy,1975,1,0.0,73812,850,1970s,Tommy
One Flew Over the Cuckoo&#39;s Nest,1975,2,1.0,73486,1321,1970s,One Flew Over the Cuckoo&#39;s Nest
"Rocky Horror Picture Show, The",1975,3,1.0,73629,1228,1970s,The Rocky Horror Picture Show
Fawlty Towers,1975,3,0.0,72500,1737,1970s,Fawlty Towers
Dersu Uzala,1975,0,0.0,71411,1807,1970s,Dersu Uzala
Monty Python and the Holy Grail,1975,2,1.0,71853,1839,1970s,Monty Python and the Holy Grail
Barry Lyndon,1975,1,0.0,72684,2317,1970s,Barry Lyndon
Jaws,1975,3,0.0,73195,2561,1970s,Jaws
Dialogues of Exiles,1975,3,0.0,71427,2760,1970s,Dialogues of Exiles
"Maids, The",1975,3,0.0,71798,2831,1970s,The Maids
"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,3,0.0,73198,3368,1970s,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles"
"Mirror, The",1975,3,1.0,72443,3668,1970s,The Mirror
Dog Day Afternoon,1975,3,1.0,72890,3799,1970s,Dog Day Afternoon
"Story of O, The",1975,3,0.0,73115,4284,1970s,The Story of O
Nashville,1975,3,0.0,73440,4517,1970s,Nashville
Dolemite,1975,0,0.0,72895,5798,1970s,Dolemite
Zorro,1975,1,0.0,72448,5963,1970s,Zorro
Terror of Mechagodzilla,1975,1,0.0,73373,6564,1970s,Terror of Mechagodzilla
A boy and His Dog,1975,0,0.0,72730,6654,1970s,A boy and His Dog
Switchblade Sisters,1975,3,0.0,73778,6799,1970s,Switchblade Sisters
Blonde in Black Leather,1975,3,0.0,73598,6900,1970s,Blonde in Black Leather
Emmanuelle II,1975,3,0.0,72933,7008,1970s,Emmanuelle II
Deep Red,1975,3,0.0,73582,7170,1970s,Deep Red
"Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]",1975,3,0.0,73650,7238,1970s,"Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]"
Katie Tippel,1975,3,0.0,73233,7252,1970s,Katie Tippel
Love and Death,1975,3,0.0,73312,7318,1970s,Love and Death
Inserts,1975,1,0.0,73172,8958,1970s,Inserts
Death Race 2000,1975,3,0.0,72856,9160,1970s,Death Race 2000
Numero deux,1975,3,1.0,73471,9217,1970s,Numero deux
Flatfoot in Hong Kong,1975,1,0.0,73541,9559,1970s,Flatfoot in Hong Kong
Mandingo,1975,2,0.0,73349,9730,1970s,Mandingo
"Count of Monte-Cristo, The",1975,1,0.0,72824,9823,1970s,The Count of Monte-Cristo
Assault on Precinct 13,1976,3,,74156,219,1970s,Assault on Precinct 13
Carrie,1976,3,0.0,74285,457,1970s,Carrie
"Outlaw Josey Wales, The",1976,2,0.0,75029,967,1970s,The Outlaw Josey Wales
"Man Who Fell to Earth, The",1976,1,0.0,74851,1423,1970s,The Man Who Fell to Earth
"Omen, The",1976,3,0.0,75005,1287,1970s,The Omen
Logan&#39;s Run,1976,2,0.0,74812,1393,1970s,Logan&#39;s Run
Network,1976,3,0.0,74958,1401,1970s,Network
Taxi Driver,1976,1,0.0,75314,2223,1970s,Taxi Driver
Rocky,1976,1,0.0,75148,2267,1970s,Rocky
Silent Movie,1976,1,0.0,75222,2367,1970s,Silent Movie
Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix),1976,1,0.0,72901,2530,1970s,Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix)
Bugsy Malone,1976,3,0.0,74256,2640,1970s,Bugsy Malone
Sparkle,1976,3,0.0,75249,2672,1970s,Sparkle
Revenge Of The Cheerleaders,1976,1,0.0,75137,2683,1970s,Revenge Of The Cheerleaders
Murder by Death,1976,3,0.0,74937,2949,1970s,Murder by Death
Sebastiane,1976,1,0.0,75177,2974,1970s,Sebastiane
In the Realm of the Senses,1976,3,0.0,74102,3190,1970s,In the Realm of the Senses
Marathon Man,1976,1,0.0,74860,3417,1970s,Marathon Man
A Star Is Born,1976,0,0.0,75265,3722,1970s,A Star Is Born
Small Change,1976,3,0.0,74152,3879,1970s,Small Change
"Little Girl Who Lives Down the Lane, The",1976,3,0.0,74806,4185,1970s,The Little Girl Who Lives Down the Lane
Il secondo tragico Fantozzi,1976,1,0.0,75178,4612,1970s,Il secondo tragico Fantozzi
Family Plot,1976,3,0.0,74512,4615,1970s,Family Plot
Silver Streak,1976,1,0.0,75223,5706,1970s,Silver Streak
"Desert of the Tartars, The",1976,0,0.0,74400,6505,1970s,The Desert of the Tartars
All the President&#39;s Men,1976,1,0.0,74119,7183,1970s,All the President&#39;s Men
Pascual Duarte,1976,1,0.0,73518,7405,1970s,Pascual Duarte
"Town That Dreaded Sundown, The",1976,1,0.0,75342,8161,1970s,The Town That Dreaded Sundown
"Tenant, The",1976,1,0.0,74811,8271,1970s,The Tenant
Az otodik pecset,1976,1,0.0,75467,8541,1970s,Az otodik pecset
"Gumball Rally, The",1976,3,0.0,74597,8628,1970s,The Gumball Rally
Two-Minute Warning,1976,1,0.0,75359,9152,1970s,Two-Minute Warning
Allegro non troppo,1976,0,1.0,74121,9297,1970s,Allegro non troppo
Keoma,1976,1,1.0,74740,9387,1970s,Keoma
Canoa: A Shameful Memory,1976,0,0.0,131335,9644,1970s,Canoa: A Shameful Memory
Drum,1976,2,0.0,74437,9731,1970s,Drum
Mandinga,1976,1,0.0,74855,9732,1970s,Mandinga
Emmanuelle bianca e nera,1976,2,0.0,74471,9733,1970s,Emmanuelle bianca e nera
Star Wars,1977,1,0.0,76759,669,1970s,Star Wars
Sluzhebnyy roman,1977,3,0.0,76727,688,1970s,Sluzhebnyy roman
"Turning Point, The",1977,3,0.0,76843,693,1970s,The Turning Point
Julia,1977,3,0.0,76245,862,1970s,Julia
Saturday Night Fever,1977,1,1.0,76666,911,1970s,Saturday Night Fever
"Many Adventures of Winnie the Pooh, The",1977,0,0.0,76363,1063,1970s,The Many Adventures of Winnie the Pooh
"Rescuers, The",1977,3,0.0,76618,1217,1970s,The Rescuers
Stroszek,1977,0,0.0,75276,1477,1970s,Stroszek
Annie Hall,1977,3,0.0,75686,1469,1970s,Annie Hall
"Goodbye Girl, The",1977,3,0.0,76095,1687,1970s,The Goodbye Girl
Soldaat van Oranje,1977,1,0.0,76734,1710,1970s,Soldaat van Oranje
Suspiria,1977,3,0.0,76786,1857,1970s,Suspiria
3 Women,1977,3,0.0,75612,2524,1970s,3 Women
House,1977,3,0.0,76162,2534,1970s,House
A Special Day,1977,2,0.0,76085,3366,1970s,A Special Day
A Bridge Too Far,1977,1,0.0,75784,2983,1970s,A Bridge Too Far
"Devil, Probably, The",1977,2,0.0,75938,3216,1970s,"The Devil, Probably"
ABBA: The Movie,1977,1,0.0,75617,3248,1970s,ABBA: The Movie
Death Trap!,1977,3,0.0,74455,3567,1970s,Death Trap!
Close Encounters of the Third Kind,1977,1,0.0,75860,3610,1970s,Close Encounters of the Third Kind
A Little Night Music,1977,3,0.0,76319,3720,1970s,A Little Night Music
"Man Who Loved Women, The",1977,1,0.0,76155,3952,1970s,The Man Who Loved Women
Eraserhead,1977,0,0.0,74486,4147,1970s,Eraserhead
"Sentinel, The",1977,3,0.0,76683,4200,1970s,The Sentinel
"36 Crazy Fists, The",1977,0,0.0,76661,4452,1970s,The 36 Crazy Fists
High Anxiety,1977,1,0.0,76141,4474,1970s,High Anxiety
"Haunting of Julia, The",1977,3,0.0,74611,4936,1970s,The Haunting of Julia
Slap Shot,1977,3,0.0,76723,9184,1970s,Slap Shot
Damnation Alley,1977,0,0.0,75909,5694,1970s,Damnation Alley
"Spy Who Loved Me, The",1977,1,0.0,76752,5723,1970s,The Spy Who Loved Me
Martin,1977,1,0.0,77914,7034,1970s,Martin
"Hills Have Eyes, The",1977,3,0.0,77681,7195,1970s,The Hills Have Eyes
Desperate Living,1977,3,0.0,75936,7250,1970s,Desperate Living
"Kentucky Fried Movie, The",1977,1,0.0,76257,7695,1970s,The Kentucky Fried Movie
Kingdom of the Spiders,1977,3,0.0,76271,7728,1970s,Kingdom of the Spiders
Orca,1977,1,0.0,76504,8401,1970s,Orca
Pete&#39;s Dragon,1977,2,0.0,76538,8439,1970s,Pete&#39;s Dragon
"Race for Your Life, Charlie Brown",1977,3,0.0,76591,8746,1970s,"Race for Your Life, Charlie Brown"
"Duelists, The",1977,1,0.0,75968,8860,1970s,The Duelists
Alucarda,1977,3,0.0,75666,8985,1970s,Alucarda
Bad,1977,3,0.0,75679,9100,1970s,Bad
Peppermint Soda,1977,3,0.0,75939,9113,1970s,Peppermint Soda
Planet of Dinosaurs,1977,3,0.0,78089,9211,1970s,Planet of Dinosaurs
Rabid,1977,3,0.0,76590,9401,1970s,Rabid
"Man in the Iron Mask, The",1977,2,0.0,74853,9580,1970s,The Man in the Iron Mask
Pumping Iron,1977,0,0.0,76578,9623,1970s,Pumping Iron
Emmanuelle 3,1977,3,0.0,77497,9757,1970s,Emmanuelle 3
Love Camp,1977,3,0.0,74548,9759,1970s,Love Camp
March or Die,1977,0,0.0,76175,9775,1970s,March or Die
Days of Heaven,1978,3,,77405,238,1970s,Days of Heaven
Animal House,1978,2,,77975,303,1970s,Animal House
Quel maledetto treno blindato,1978,0,0.0,76584,405,1970s,Quel maledetto treno blindato
H&ouml;stsonaten,1978,3,0.0,77711,515,1970s,H&ouml;stsonaten
Grease,1978,3,0.0,77631,753,1970s,Grease
"Star Wars Holiday Special, The",1978,1,0.0,193524,1047,1970s,The Star Wars Holiday Special
"Shout, The",1978,0,0.0,78259,1200,1970s,The Shout
Damien: Omen II,1978,2,0.0,77394,1284,1970s,Damien: Omen II
Dawn of the Dead,1978,0,0.0,77402,1503,1970s,Dawn of the Dead
Interiors,1978,3,0.0,77742,1658,1970s,Interiors
